student,course,Year_num,Year,Grade
18154199,COR1005,2012,2012-2013,5.7
18154199,SSC1009,2012,2012-2013,7.8
18154199,SKI1008,2012,2012-2013,7.9
18154199,SCI1016,2012,2012-2013,5.8
18154199,SKI1009,2012,2012-2013,7.5
18154199,HUM1013,2012,2012-2013,5.9
18154199,PRO1010,2012,2012-2013,8.2
18154199,SKI1004,2012,2012-2013,4.6
18154199,SKI1004,2012,2012-2013,5.6
18154199,SCI2012,2012,2012-2013,5.5
18154199,SSC1025,2012,2012-2013,6.3
18154199,COR1004,2012,2012-2013,5.9
18154199,SKI1005,2012,2012-2013,4.7
18154199,SKI1005,2012,2012-2013,4.5
18154199,SSC3015,2012,2012-2013,7.8
18154199,PRO1011,2012,2012-2013,8.6
18156032,HUM1011,2012,2012-2013,8
18156032,HUM2003,2012,2012-2013,8
18156032,SKI1008,2012,2012-2013,8.5
18156032,COR1004,2012,2012-2013,6.8
18156032,HUM2018,2012,2012-2013,8.6
18156032,SKI1009,2012,2012-2013,8.8
18156032,PRO1010,2012,2012-2013,7.9
18156032,HUM1003,2012,2012-2013,7.8
18156032,SKI1004,2012,2012-2013,9
18156032,SSC1006,2012,2012-2013,8.4
18156032,SKI1005,2012,2012-2013,7.4
18156032,SSC2008,2012,2012-2013,8.5
18156032,PRO1011,2012,2012-2013,9
18156248,COR1003,2012,2012-2013,3.3
18156248,COR1003,2012,2012-2013,5.9
18156248,SSC1009,2012,2012-2013,6.4
18156248,SKI1008,2012,2012-2013,7.8
18156248,HUM1007,2012,2012-2013,7.7
18156248,SKI1009,2012,2012-2013,8.1
18156248,SSC1027,2012,2012-2013,5.7
18156248,PRO1010,2012,2012-2013,7.6
18156248,SKI1004,2012,2012-2013,3.6
18156248,SKI1004,2012,2012-2013,7.6
18156248,SSC2043,2012,2012-2013,5.2
18156248,COR1004,2012,2012-2013,1.5
18156248,PRO1011,2012,2012-2013,8
18156485,SKI1008,2012,2012-2013,3.4
18156731,HUM1011,2012,2012-2013,7
18156731,SSC1009,2012,2012-2013,6.5
18156731,SKI1008,2012,2012-2013,7.7
18156731,COR1004,2012,2012-2013,7.6
18156731,HUM2022,2012,2012-2013,7.8
18156731,SKI1009,2012,2012-2013,7.4
18156731,PRO1010,2012,2012-2013,7.8
18156731,COR1005,2012,2012-2013,5.8
18156731,SSC1007,2012,2012-2013,6
18156731,SKI1004,2012,2012-2013,7.6
18156731,SKI1005,2012,2012-2013,6.6
18156731,SSC1006,2012,2012-2013,4.3
18156731,SSC2012,2012,2012-2013,3.4
18156986,COR1003,2012,2012-2013,5.6
18156986,SSC1009,2012,2012-2013,7.4
18156986,SKI1008,2012,2012-2013,7
18156986,SCI1016,2012,2012-2013,6.9
18156986,SKI1009,2012,2012-2013,7.9
18156986,SSC1027,2012,2012-2013,5.1
18156986,SSC1027,2012,2012-2013,7
18156986,PRO1010,2012,2012-2013,7.7
18156986,SSC1007,2012,2012-2013,6.5
18156986,SKI1004,2012,2012-2013,6.8
18156986,SSC2018,2012,2012-2013,8
18156986,SSC2043,2012,2012-2013,6.9
18156986,COR1004,2012,2012-2013,6.7
18156986,SKI1005,2012,2012-2013,7
18156986,PRO1011,2012,2012-2013,8
18157373,SSC1001,2012,2012-2013,5.9
18157373,SSC1005,2012,2012-2013,5.4
18157373,SSC1005,2012,2012-2013,5.1
18157373,SKI1008,2012,2012-2013,7
18157373,HUM1007,2012,2012-2013,7.1
18157373,SSC2019,2012,2012-2013,5.6
18157373,SKI1009,2012,2012-2013,6.3
18157373,PRO1010,2012,2012-2013,8.2
18157373,SSC1007,2012,2012-2013,5
18157373,SSC1007,2012,2012-2013,6.7
18157373,SKI1004,2012,2012-2013,6.6
18157373,COR1004,2012,2012-2013,6.8
18157373,SKI1005,2012,2012-2013,5.5
18157373,PRO1011,2012,2012-2013,7.3
18157373,COR1003,2012,2012-2013,4.5
18157373,COR1003,2012,2012-2013,5.3
18157373,SSC2042,2012,2012-2013,9
18157460,COR1003,2012,2012-2013,8.1
18157460,SCI2018,2012,2012-2013,6.4
18157460,SKI1008,2012,2012-2013,8.6
18157460,SSC1007,2012,2012-2013,8.7
18157460,SKI1009,2012,2012-2013,6.9
18157460,HUM1013,2012,2012-2013,7.5
18157460,PRO1010,2012,2012-2013,7.6
18157460,COR1005,2012,2012-2013,6.8
18157460,HUM2021,2012,2012-2013,7
18157460,SKI1004,2012,2012-2013,5.8
18157460,COR1004,2012,2012-2013,7.9
18157460,HUM3034,2012,2012-2013,7.8
18157460,SKI1005,2012,2012-2013,6.4
18157460,PRO1011,2012,2012-2013,5.9
18157514,HUM2003,2012,2012-2013,7
18157514,SKI1008,2012,2012-2013,8.2
18157514,SSC1001,2012,2012-2013,7.5
18157514,COR1004,2012,2012-2013,7.9
18157514,SKI1009,2012,2012-2013,8.4
18157514,PRO1010,2012,2012-2013,7
18157514,SCI1016,2012,2012-2013,6.6
18157514,SKI1004,2012,2012-2013,8.8
18157514,SSC2039,2012,2012-2013,8
18157514,SSC1006,2012,2012-2013,8.1
18157514,HUM2011,2012,2012-2013,7.3
18157514,SKI1005,2012,2012-2013,7.8
18157514,PRO1011,2012,2012-2013,8.3
18157514,HUM2051,2012,2012-2013,8.6
18157928,SKI1008,2012,2012-2013,3.7
18158171,SSC1009,2012,2012-2013,7.9
18158171,SSC1005,2012,2012-2013,6.5
18158171,SKI1008,2012,2012-2013,7.2
18158171,COR1004,2012,2012-2013,7
18158171,SKI1009,2012,2012-2013,7.8
18158171,SSC1027,2012,2012-2013,6.5
18158171,PRO1010,2012,2012-2013,6.1
18158171,SSC2018,2012,2012-2013,8
18158171,SSC2038,2012,2012-2013,6.7
18158171,SSC2043,2012,2012-2013,8.2
18158171,SCI2019,2012,2012-2013,7.6
18158171,SKI1004,2012,2012-2013,6.1
18158171,SKI1005,2012,2012-2013,6.6
18158171,PRO1011,2012,2012-2013,6.8
18158432,SSC1001,2012,2012-2013,7.4
18158432,SSC1005,2012,2012-2013,7.4
18158432,SKI1008,2012,2012-2013,8.3
18158432,SSC2019,2012,2012-2013,9.4
18158432,SSC1026,2012,2012-2013,6.9
18158432,SKI1009,2012,2012-2013,8.3
18158432,PRO1010,2012,2012-2013,8.6
18158432,COR1005,2012,2012-2013,7.1
18158432,SSC2018,2012,2012-2013,8.5
18158432,SKI1004,2012,2012-2013,9
18158432,COR1004,2012,2012-2013,8
18158432,SKI1005,2012,2012-2013,7.1
18158432,SSC2008,2012,2012-2013,7
18158432,PRO1011,2012,2012-2013,9.3
18158714,HUM2003,2012,2012-2013,7.6
18158714,SSC1001,2012,2012-2013,7.1
18158714,SKI1008,2012,2012-2013,3.6
18158714,COR1004,2012,2012-2013,8.3
18158714,HUM1007,2012,2012-2013,7.9
18158714,SKI1009,2012,2012-2013,8.3
18158714,PRO1010,2012,2012-2013,8.7
18158714,SKI1004,2012,2012-2013,6.8
18158714,SSC2039,2012,2012-2013,7.6
18158714,HUM2051,2012,2012-2013,7.4
18158714,SSC1006,2012,2012-2013,7.2
18158714,COR1002,2012,2012-2013,6
18158714,SKI1005,2012,2012-2013,6.4
18158714,PRO1011,2012,2012-2013,7.8
18158807,SSC1009,2012,2012-2013,7.1
18158807,SKI2000,2012,2012-2013,8
18158807,COR1003,2012,2012-2013,7.4
18158807,SSC1007,2012,2012-2013,6.3
18158807,HUM1010,2012,2012-2013,7
18158807,SKI2084,2012,2012-2013,6.5
18158807,PRO2003,2012,2012-2013,7.7
18158807,COR1005,2012,2012-2013,4.7
18158807,COR1005,2012,2012-2013,5.5
18158807,SKI1004,2012,2012-2013,7.2
18158807,SSC1025,2012,2012-2013,6.4
18158807,SSC1006,2012,2012-2013,7.7
18158807,SKI1005,2012,2012-2013,6.8
18158807,SCI1006,2012,2012-2013,6.6
18158807,PRO1011,2012,2012-2013,8.3
18158864,HUM1011,2012,2012-2013,7.8
18158864,SSC1001,2012,2012-2013,8.5
18158864,SKI1008,2012,2012-2013,7.8
18158864,COR1004,2012,2012-2013,8.7
18158864,HUM1007,2012,2012-2013,9
18158864,SKI1009,2012,2012-2013,9.6
18158864,PRO1010,2012,2012-2013,9.3
18158864,HUM2044,2012,2012-2013,8.5
18158864,SKI1004,2012,2012-2013,8.9
18158864,SSC2039,2012,2012-2013,8.4
18158864,SSC1006,2012,2012-2013,9.1
18158864,SKI1005,2012,2012-2013,8.4
18158864,HUM2052,2012,2012-2013,8.1
18158864,PRO1011,2012,2012-2013,9.3
18158915,SSC1001,2012,2012-2013,7
18158915,SSC1009,2012,2012-2013,7.4
18158915,SKI1008,2012,2012-2013,7.4
18158915,COR1004,2012,2012-2013,6.7
18158915,HUM1007,2012,2012-2013,6.7
18158915,SKI1009,2012,2012-2013,7.4
18158915,PRO1010,2012,2012-2013,5.8
18158915,SKI1004,2012,2012-2013,6.6
18158915,SSC2039,2012,2012-2013,7.5
18158915,SSC1006,2012,2012-2013,7.4
18158915,SKI1005,2012,2012-2013,7
18158915,HUM1014,2012,2012-2013,7
18158915,PRO1011,2012,2012-2013,8.4
18158939,SSC1001,2012,2012-2013,7
18158939,SSC1005,2012,2012-2013,8.4
18158939,SKI1008,2012,2012-2013,8
18158939,HUM2022,2012,2012-2013,7.7
18158939,SSC1026,2012,2012-2013,8.8
18158939,SKI1009,2012,2012-2013,9
18158939,PRO1010,2012,2012-2013,7.6
18158939,SKI1004,2012,2012-2013,8.1
18158939,SCI2012,2012,2012-2013,6.9
18158939,SSC2006,2012,2012-2013,7.7
18158939,COR1002,2012,2012-2013,7.1
18158939,SKI1005,2012,2012-2013,7.6
18158939,SSC1027,2012,2012-2013,7
18158939,PRO1011,2012,2012-2013,8.8
18158951,COR1003,2012,2012-2013,7.3
18158951,SSC1009,2012,2012-2013,8.5
18158951,SKI1008,2012,2012-2013,8.3
18158951,SKI1009,2012,2012-2013,7.9
18158951,HUM1013,2012,2012-2013,8.2
18158951,SSC1027,2012,2012-2013,8.3
18158951,PRO1010,2012,2012-2013,7.7
18158951,COR1005,2012,2012-2013,7.8
18158951,SKI1004,2012,2012-2013,8.8
18158951,SSC1025,2012,2012-2013,8.5
18158951,SKI1005,2012,2012-2013,7.9
18158951,SSC2012,2012,2012-2013,9.4
18158951,HUM2007,2012,2012-2013,8.6
18158951,PRO1011,2012,2012-2013,7.9
18159974,SCI1009,2012,2012-2013,7.3
18159974,SSC1005,2012,2012-2013,9.3
18159974,SKI1008,2012,2012-2013,8.2
18159974,SSC2025,2012,2012-2013,7.6
18159974,SKI1009,2012,2012-2013,8.8
18159974,SCI2034,2012,2012-2013,8.8
18159974,PRO1010,2012,2012-2013,9.2
18159974,COR1005,2012,2012-2013,6.4
18159974,SKI1004,2012,2012-2013,8.8
18159974,SSC2006,2012,2012-2013,7.3
18159974,COR1002,2012,2012-2013,6.8
18159974,SCI3046,2012,2012-2013,8.7
18159974,SKI1005,2012,2012-2013,7.1
18159974,PRO1011,2012,2012-2013,8.5
18160172,COR1003,2012,2012-2013,7.3
18160172,HUM2003,2012,2012-2013,7.3
18160172,SKI1008,2012,2012-2013,7.8
18160172,HUM3040,2012,2012-2013,8
18160172,SKI1009,2012,2012-2013,8.4
18160172,HUM1013,2012,2012-2013,7
18160172,PRO1010,2012,2012-2013,7.5
18160172,SKI1004,2012,2012-2013,8.5
18160172,SCI2012,2012,2012-2013,6.9
18160172,SSC2037,2012,2012-2013,9
18160172,SSC1006,2012,2012-2013,8.4
18160172,SKI1005,2012,2012-2013,7
18160172,HUM2052,2012,2012-2013,7.4
18160172,PRO1011,2012,2012-2013,7.8
18160331,COR1005,2012,2012-2013,8.2
18160331,SCI1009,2012,2012-2013,7.5
18160331,SKI1008,2012,2012-2013,8
18160331,SCI1030,2012,2012-2013,7.5
18160331,SKI1009,2012,2012-2013,7
18160331,SCI2035,2012,2012-2013,8.1
18160331,PRO1010,2012,2012-2013,6.5
18160331,SKI1004,2012,2012-2013,8.3
18160331,SCI2032,2012,2012-2013,8.3
18160331,SCI3004,2012,2012-2013,7.7
18160331,SCI2017,2012,2012-2013,7.7
18160331,SKI1005,2012,2012-2013,8.2
18160331,SCI2019,2012,2012-2013,8
18160331,PRO1011,2012,2012-2013,9.2
18160361,SSC1001,2012,2012-2013,6.7
18160361,SSC1005,2012,2012-2013,7.5
18160361,SKI1008,2012,2012-2013,8.8
18160361,SSC1007,2012,2012-2013,7.2
18160361,SSC2019,2012,2012-2013,7.5
18160361,SKI1009,2012,2012-2013,7.5
18160361,PRO1010,2012,2012-2013,7.7
18160361,SKI1004,2012,2012-2013,5.2
18160361,SSC2018,2012,2012-2013,8
18160361,SKI1005,2012,2012-2013,5.4
18160361,SSC2004,2012,2012-2013,6.1
18160361,SSC2050,2012,2012-2013,6.7
18160361,PRO1011,2012,2012-2013,8.3
18160703,SSC1007,2012,2012-2013,6.5
18160703,SSC1025,2012,2012-2013,6.8
18160703,SKI1008,2012,2012-2013,8.2
18160703,COR1004,2012,2012-2013,7.2
18160703,HUM2043,2012,2012-2013,7.7
18160703,SKI1009,2012,2012-2013,7.5
18160703,PRO1010,2012,2012-2013,7.4
18161087,COR1005,2012,2012-2013,3.2
18161087,COR1005,2012,2012-2013,4.8
18161087,SSC1001,2012,2012-2013,7.1
18161087,SKI1008,2012,2012-2013,8
18161087,HUM1007,2012,2012-2013,7.1
18161087,SSC1007,2012,2012-2013,5.6
18161087,SKI1009,2012,2012-2013,7.7
18161087,PRO1010,2012,2012-2013,8.5
18161087,SSC2027,2012,2012-2013,6.5
18161087,SKI1004,2012,2012-2013,6.8
18161087,SSC3038,2012,2012-2013,7.2
18161087,HUM2043,2012,2012-2013,6.4
18161087,SKI1005,2012,2012-2013,5.2
18161087,SKI1005,2012,2012-2013,5.4
18161087,SSC2042,2012,2012-2013,7.5
18161087,PRO1011,2012,2012-2013,7.2
18161105,COR1003,2012,2012-2013,6.9
18161105,SSC1009,2012,2012-2013,8
18161105,SKI1008,2012,2012-2013,8.5
18161105,SSC1007,2012,2012-2013,6.7
18161105,SKI1009,2012,2012-2013,8.4
18161105,HUM1013,2012,2012-2013,8.2
18161105,PRO1010,2012,2012-2013,7.5
18161105,COR1005,2012,2012-2013,6.9
18161105,SKI1004,2012,2012-2013,8
18161105,SCI2012,2012,2012-2013,5.8
18161105,SSC1006,2012,2012-2013,8.5
18161105,SKI1005,2012,2012-2013,6.8
18161105,SSC2012,2012,2012-2013,8.2
18161105,PRO1011,2012,2012-2013,6.6
18161153,HUM2003,2012,2012-2013,6.7
18161153,SSC1001,2012,2012-2013,6.8
18161153,SKI1008,2012,2012-2013,5.7
18161153,SCI1016,2012,2012-2013,7.1
18161153,SSC1007,2012,2012-2013,7.2
18161153,SKI1009,2012,2012-2013,6.7
18161153,PRO1010,2012,2012-2013,6.8
18161153,HUM1003,2012,2012-2013,7
18161153,SKI1004,2012,2012-2013,8.3
18161153,SSC1025,2012,2012-2013,7.4
18161153,SKI1005,2012,2012-2013,7.1
18161153,HUM2049,2012,2012-2013,7
18161153,SSC1027,2012,2012-2013,7
18161153,PRO1011,2012,2012-2013,7.3
18161279,COR1003,2012,2012-2013,6.4
18161279,COR1005,2012,2012-2013,5.2
18161279,COR1005,2012,2012-2013,5.6
18161279,SKI1008,2012,2012-2013,7.4
18161279,SCI1016,2012,2012-2013,6.6
18161279,SKI1009,2012,2012-2013,7.1
18161279,HUM1013,2012,2012-2013,6
18161279,PRO1010,2012,2012-2013,8
18161279,SKI1004,2012,2012-2013,7.8
18161279,SCI2012,2012,2012-2013,6.5
18161279,HUM2050,2012,2012-2013,7
18161279,SKI1005,2012,2012-2013,6
18161279,SSC2008,2012,2012-2013,7.8
18161279,PRO1011,2012,2012-2013,6
18161279,COR1004,2012,2012-2013,6.9
18161459,HUM2003,2012,2012-2013,7.4
18161459,SSC1009,2012,2012-2013,5.8
18161459,SKI1008,2012,2012-2013,7.9
18161459,SCI1016,2012,2012-2013,6.9
18161459,SSC1007,2012,2012-2013,7
18161459,SKI1009,2012,2012-2013,8.1
18161459,PRO1010,2012,2012-2013,7.2
18161459,COR1003,2012,2012-2013,6.6
18161459,SKI1004,2012,2012-2013,6.8
18161459,SSC2037,2012,2012-2013,7.8
18161459,SSC2043,2012,2012-2013,5.7
18161459,SKI1005,2012,2012-2013,6.1
18161459,SSC2034,2012,2012-2013,4.8
18161459,SSC2034,2012,2012-2013,5.5
18161459,PRO1011,2012,2012-2013,8.4
18161468,COR1005,2012,2012-2013,6.5
18161468,SSC1009,2012,2012-2013,8
18161468,SKI1008,2012,2012-2013,7.8
18161468,SSC1007,2012,2012-2013,7.2
18161468,SKI1009,2012,2012-2013,8.6
18161468,SSC1027,2012,2012-2013,5.5
18161468,PRO1010,2012,2012-2013,8.3
18161468,SSC2027,2012,2012-2013,7
18161468,SKI1004,2012,2012-2013,7.5
18161468,SSC2038,2012,2012-2013,7.1
18161468,SSC1006,2012,2012-2013,7.4
18161468,COR1004,2012,2012-2013,7.2
18161468,SKI1005,2012,2012-2013,7.5
18161468,PRO1011,2012,2012-2013,8.8
18161477,COR1003,2012,2012-2013,6.4
18161477,SSC1005,2012,2012-2013,7.2
18161477,SKI1008,2012,2012-2013,7.2
18161477,COR1004,2012,2012-2013,7.7
18161477,SCI1016,2012,2012-2013,7.1
18161477,SKI1009,2012,2012-2013,7.6
18161477,PRO1010,2012,2012-2013,7.7
18161477,SKI1004,2012,2012-2013,8.2
18161477,SCI2012,2012,2012-2013,7.6
18161477,SCI2012,2012,2012-2013,4.8
18161477,SSC1025,2012,2012-2013,7.1
18161477,SSC1006,2012,2012-2013,7.2
18161477,SKI1005,2012,2012-2013,6.7
18161477,SSC2042,2012,2012-2013,6
18161477,PRO1011,2012,2012-2013,7.9
18161582,COR1005,2012,2012-2013,6.8
18161582,SCI2018,2012,2012-2013,6.3
18161582,SKI1008,2012,2012-2013,6.7
18161582,SCI1016,2012,2012-2013,6.3
18161582,SKI1009,2012,2012-2013,7.7
18161582,SSC1027,2012,2012-2013,6.6
18161582,PRO1010,2012,2012-2013,7.8
18161582,SKI1004,2012,2012-2013,7.3
18161582,SCI2012,2012,2012-2013,6.7
18161582,SSC3048,2012,2012-2013,7.1
18161582,SSC2043,2012,2012-2013,7.1
18161582,SKI1005,2012,2012-2013,7
18161582,SSC3015,2012,2012-2013,8
18161654,SCI1009,2012,2012-2013,6.3
18161654,SSC1005,2012,2012-2013,6.5
18161654,SKI1008,2012,2012-2013,8
18161654,SKI1009,2012,2012-2013,7.9
18161654,SCI2034,2012,2012-2013,7.6
18161654,SCI2035,2012,2012-2013,7.2
18161654,SCI2035,2012,2012-2013,5.1
18161654,PRO1010,2012,2012-2013,7.6
18161654,SKI1004,2012,2012-2013,6.8
18161654,SCI2031,2012,2012-2013,6.1
18161654,SSC2018,2012,2012-2013,7.5
18161654,SCI3046,2012,2012-2013,3.5
18161654,SCI3046,2012,2012-2013,4.9
18161654,SKI1005,2012,2012-2013,5.8
18161654,SKI1005,2012,2012-2013,5
18161654,SSC2004,2012,2012-2013,6.8
18161654,PRO1011,2012,2012-2013,6.9
18162137,SSC1001,2012,2012-2013,8.5
18162137,SSC1009,2012,2012-2013,8.3
18162137,SKI1008,2012,2012-2013,8.9
18162137,SSC1007,2012,2012-2013,7.2
18162137,HUM1010,2012,2012-2013,9
18162137,SKI1009,2012,2012-2013,8.6
18162137,PRO1010,2012,2012-2013,8.2
18162137,COR1003,2012,2012-2013,8.8
18162137,COR1005,2012,2012-2013,7
18162137,SKI1004,2012,2012-2013,4.8
18162137,SKI1004,2012,2012-2013,8
18162137,SSC1006,2012,2012-2013,8.5
18162137,COR1004,2012,2012-2013,7.7
18162137,SKI1005,2012,2012-2013,6.5
18162137,PRO1011,2012,2012-2013,8.6
18162197,COR1003,2012,2012-2013,7.2
18162197,SSC1009,2012,2012-2013,8.5
18162197,SKI1008,2012,2012-2013,8.8
18162197,SCI1016,2012,2012-2013,8.7
18162197,SSC1007,2012,2012-2013,7.2
18162197,SKI1009,2012,2012-2013,8.1
18162197,PRO1010,2012,2012-2013,9
18162197,SKI1004,2012,2012-2013,7.5
18162197,SSC2038,2012,2012-2013,7.7
18162197,HUM2051,2012,2012-2013,8.1
18162197,SSC1006,2012,2012-2013,9.1
18162197,COR1004,2012,2012-2013,8.9
18162197,SKI1005,2012,2012-2013,7
18162197,PRO1011,2012,2012-2013,9.1
18162413,SSC1001,2012,2012-2013,7.6
18162413,SSC1009,2012,2012-2013,7.4
18162413,SKI1008,2012,2012-2013,7.9
18162413,SCI1016,2012,2012-2013,6.6
18162413,SSC1007,2012,2012-2013,6.8
18162413,SKI1009,2012,2012-2013,7.6
18162413,PRO1010,2012,2012-2013,6.9
18162413,COR1005,2012,2012-2013,7.8
18162413,SKI1004,2012,2012-2013,7.2
18162413,SSC2038,2012,2012-2013,6.4
18162413,SSC1006,2012,2012-2013,7.6
18162413,SSC2043,2012,2012-2013,8.3
18162413,SKI1005,2012,2012-2013,8.3
18162413,PRO1011,2012,2012-2013,8
18162413,SKI2000,2012,2012-2013,8.7
18162455,HUM2003,2012,2012-2013,8
18162455,SKI1008,2012,2012-2013,7.6
18162455,COR1004,2012,2012-2013,7
18162455,SCI1016,2012,2012-2013,7.9
18162455,SCI1016,2012,2012-2013,5.1
18162455,SKI1009,2012,2012-2013,7.5
18162455,PRO1010,2012,2012-2013,7
18162455,HUM1003,2012,2012-2013,7.5
18162455,HUM3041,2012,2012-2013,8.5
18162455,SKI1004,2012,2012-2013,6.6
18162455,HUM2043,2012,2012-2013,1.8
18162455,SKI1005,2012,2012-2013,6.3
18162455,HUM2049,2012,2012-2013,7.6
18162455,PRO1011,2012,2012-2013,8.6
18162497,COR1005,2012,2012-2013,8.6
18162497,SSC1005,2012,2012-2013,8
18162497,SKI1008,2012,2012-2013,8.2
18162497,PRO1010,2012,2012-2013,8.3
18162497,HUM1007,2012,2012-2013,8
18162497,SKI1009,2012,2012-2013,7.4
18162497,SSC2019,2012,2012-2013,9.3
18162497,COR1003,2012,2012-2013,6.6
18162497,SKI1004,2012,2012-2013,8.7
18162497,SSC2006,2012,2012-2013,7.7
18162497,SKI1005,2012,2012-2013,8.1
18162497,SSC2004,2012,2012-2013,8.2
18162497,SSC2053,2012,2012-2013,8.3
18162497,PRO1011,2012,2012-2013,9
18162776,COR1003,2012,2012-2013,5.7
18162776,SSC1009,2012,2012-2013,7.5
18162776,SKI1008,2012,2012-2013,5.9
18162776,SSC1007,2012,2012-2013,6
18162776,SKI1009,2012,2012-2013,6.4
18162776,SSC1027,2012,2012-2013,7
18162776,PRO1010,2012,2012-2013,7.4
18162776,SKI1004,2012,2012-2013,6.1
18162776,SSC1025,2012,2012-2013,7.8
18162776,SSC2038,2012,2012-2013,7.4
18162776,SSC1006,2012,2012-2013,8
18162776,COR1004,2012,2012-2013,7.7
18162776,SKI1005,2012,2012-2013,7.2
18162776,PRO1011,2012,2012-2013,6.9
18162896,SCI1009,2012,2012-2013,7.2
18162896,SSC1005,2012,2012-2013,9.1
18162896,SKI1008,2012,2012-2013,7.9
18162896,SSC2019,2012,2012-2013,8.7
18162896,SKI1009,2012,2012-2013,7.2
18162896,SCI2035,2012,2012-2013,7.5
18162896,PRO1010,2012,2012-2013,7.3
18162896,COR1003,2012,2012-2013,8.2
18162896,SKI1004,2012,2012-2013,8.3
18162896,SCI3004,2012,2012-2013,7.4
18162896,COR1002,2012,2012-2013,7
18162896,SKI1005,2012,2012-2013,7.9
18162896,SCI1006,2012,2012-2013,8.4
18162896,PRO1011,2012,2012-2013,8.1
18163181,COR1005,2012,2012-2013,8.6
18163181,SCI2018,2012,2012-2013,9.7
18163181,SKI1008,2012,2012-2013,8.6
18163181,SKI1009,2012,2012-2013,7.8
18163181,SCI2035,2012,2012-2013,8.5
18163181,SSC1027,2012,2012-2013,8.9
18163181,PRO1010,2012,2012-2013,7.7
18163181,SKI1004,2012,2012-2013,9.2
18163181,SSC2038,2012,2012-2013,8.1
18163181,SCI2003,2012,2012-2013,8.1
18163181,SCI2017,2012,2012-2013,9.6
18163181,SKI1005,2012,2012-2013,7.5
18163181,SCI2019,2012,2012-2013,9.4
18163181,PRO1011,2012,2012-2013,9.1
18163181,COR1004,2012,2012-2013,7.2
18163379,SSC1005,2012,2012-2013,9
18163379,SKI1008,2012,2012-2013,8.1
18163379,SSC1001,2012,2012-2013,7.2
18163379,HUM1007,2012,2012-2013,7.4
18163379,SSC2019,2012,2012-2013,8.1
18163379,SKI1009,2012,2012-2013,7
18163379,PRO1010,2012,2012-2013,7.6
18163379,COR1005,2012,2012-2013,6.1
18163379,SKI1004,2012,2012-2013,8.2
18163379,SSC2006,2012,2012-2013,6.9
18163379,COR1002,2012,2012-2013,4.7
18163379,COR1002,2012,2012-2013,6
18163379,SKI1005,2012,2012-2013,7.4
18163379,SSC1027,2012,2012-2013,9
18163379,PRO1011,2012,2012-2013,8.3
18163406,COR1003,2012,2012-2013,7.4
18163406,HUM2003,2012,2012-2013,7
18163406,SKI1008,2012,2012-2013,8.4
18163406,COR1004,2012,2012-2013,8.6
18163406,SKI1009,2012,2012-2013,8.2
18163406,SSC1027,2012,2012-2013,6.4
18163406,PRO1010,2012,2012-2013,6.8
18163406,SSC2038,2012,2012-2013,7.4
18163406,SSC2039,2012,2012-2013,7.7
18163406,SKI1004,2012,2012-2013,8.2
18163406,SSC1006,2012,2012-2013,8.3
18163406,SKI1005,2012,2012-2013,6.9
18163406,PRO1011,2012,2012-2013,8.1
18163406,SSC3032,2012,2012-2013,8.1
18163433,COR1003,2012,2012-2013,6.6
18163433,COR1005,2012,2012-2013,7.7
18163433,SKI1008,2012,2012-2013,8.1
18163433,SSC2036,2012,2012-2013,8.2
18163433,HUM1010,2012,2012-2013,8
18163433,SKI1009,2012,2012-2013,8.2
18163433,PRO1010,2012,2012-2013,8.7
18163433,SKI1004,2012,2012-2013,7.8
18163433,SSC1025,2012,2012-2013,7.4
18163433,SSC2018,2012,2012-2013,9
18163433,SKI1005,2012,2012-2013,6.6
18163433,SSC2008,2012,2012-2013,8.7
18163433,PRO1011,2012,2012-2013,8.8
18163433,COR1004,2012,2012-2013,7
18163442,SSC1001,2012,2012-2013,7.2
18163442,SSC1009,2012,2012-2013,8
18163442,SKI1008,2012,2012-2013,7.9
18163442,COR1004,2012,2012-2013,6.7
18163442,SKI1009,2012,2012-2013,8.4
18163442,SSC1027,2012,2012-2013,6.6
18163442,PRO1010,2012,2012-2013,7.7
18163442,SKI1004,2012,2012-2013,6.4
18163442,SSC2018,2012,2012-2013,8.5
18163442,SSC2038,2012,2012-2013,5.6
18163442,SSC2043,2012,2012-2013,9.2
18163442,SKI1005,2012,2012-2013,7.2
18163442,SCI2019,2012,2012-2013,8
18163442,PRO1011,2012,2012-2013,8
18163472,COR1003,2012,2012-2013,7.3
18163472,HUM2003,2012,2012-2013,7.6
18163472,SKI1008,2012,2012-2013,7.8
18163472,COR1004,2012,2012-2013,7.9
18163472,SKI1009,2012,2012-2013,7
18163472,HUM1013,2012,2012-2013,6.8
18163472,PRO1010,2012,2012-2013,8
18163472,COR1005,2012,2012-2013,4.8
18163472,COR1005,2012,2012-2013,5.5
18163472,HUM2021,2012,2012-2013,0
18163472,HUM2021,2012,2012-2013,6
18163472,SKI1004,2012,2012-2013,6.4
18163472,SSC1006,2012,2012-2013,7.6
18163472,SKI1005,2012,2012-2013,7.4
18163472,HUM2052,2012,2012-2013,7.2
18163472,PRO1011,2012,2012-2013,7.9
18163478,SCI1009,2012,2012-2013,7.6
18163478,SSC1005,2012,2012-2013,8.6
18163478,SKI1008,2012,2012-2013,8.3
18163478,SCI1016,2012,2012-2013,8.4
18163478,SKI1009,2012,2012-2013,9.1
18163478,PRO1010,2012,2012-2013,8.4
18163478,COR1004,2012,2012-2013,7.6
